faceId	name	url	link
6e39491b-506b-4888-b614-31b4d54c5597	Robert De Niro	https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1.jpg	http://www.imdb.com/name/nm0000134/
ea87c0b1-c4e8-4167-9dec-9121f54c95ae	Jack Nicholson	https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3OTY0ODk0M15BMl5BanBnXkFtZTYwNzE4Njc4._V1.jpg	http://www.imdb.com/name/nm0000197/
b568bc6e-8951-4877-b909-0b63fdd013bc	Tom Hanks	https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MjMwNDA3Nl5BMl5BanBnXkFtZTcwMTA2NDY3NQ@@._V1.jpg	http://www.imdb.com/name/nm0000158/
264fb401-95cb-42c1-8470-0ccc5e78e2eb	Marlon Brando	https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MDYyMDE5OF5BMl5BanBnXkFtZTcwNjgyNTEzNA@@._V1.jpg	http://www.imdb.com/name/nm0000008/
0676f2d6-00a9-42b4-a9ca-9f194aba9fa0	Leonardo DiCaprio	https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MTg3MzI0M15BMl5BanBnXkFtZTcwMzQyODU2Mw@@._V1.jpg	http://www.imdb.com/name/nm0000138/
e7e7ca32-d2f3-4cd6-b4c7-f555688b3179	Humphrey Bogart	https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyOTE3MDM5Ml5BMl5BanBnXkFtZTYwMzA2MTM2._V1.jpg	http://www.imdb.com/name/nm0000007/
61df8766-ed49-47a8-95dd-72bd6a27567c	Johnny Depp	https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODU5Nzk2OV5BMl5BanBnXkFtZTcwMzI2ODgyNQ@@._V1.jpg	http://www.imdb.com/name/nm0000136/
73495a55-8341-466f-b36a-ad0cfaaa6223	Al Pacino	https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMzg1ODAyNl5BMl5BanBnXkFtZTYwMjAxODQ1._V1.jpg	http://www.imdb.com/name/nm0000199/
260f2808-1a05-4d7c-9782-428e3611f606	Denzel Washington	https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NDU2Mzc3MV5BMl5BanBnXkFtZTcwNjAwNTE5OQ@@._V1.jpg	http://www.imdb.com/name/nm0000243/
e287de31-a958-4f0c-910c-04847374955f	Laurence Olivier	https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjYwNDE5M15BMl5BanBnXkFtZTYwNzg0MDQ2._V1.jpg	http://www.imdb.com/name/nm0000059/
c27c3df2-3805-4055-8b44-1a5330dd8740	Brad Pitt	https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MjE2MTQ2MV5BMl5BanBnXkFtZTcwMjE5MDY0Nw@@._V1.jpg	http://www.imdb.com/name/nm0000093/
d4cabbb1-8855-4f68-a636-2f9401453939	Daniel Day-Lewis	https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NDY2NDc1Ml5BMl5BanBnXkFtZTcwNjAyMjkwOQ@@._V1.jpg	http://www.imdb.com/name/nm0000358/
eb7a2ec3-ebd0-4a32-a74c-561790617682	Tom Cruise	https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MjM3NTU5M15BMl5BanBnXkFtZTcwMTMyMjAyMg@@._V1.jpg	http://www.imdb.com/name/nm0000129/
f165fbce-a7a5-4134-b63d-e9cc67290dca	Cary Grant	https://images-na.ssl-images-amazon.com/images/M/MV5BNzYyODM4NDU1MV5BMl5BanBnXkFtZTYwMjI1ODM2._V1.jpg	http://www.imdb.com/name/nm0000026/
baff465f-020f-45de-b1a4-feb033c6af97	Dustin Hoffman	https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NzU0ODczMF5BMl5BanBnXkFtZTcwODEyMDY5Mg@@._V1.jpg	http://www.imdb.com/name/nm0000163/
1b06b80f-83d1-4f6d-844a-64ca82e031e5	Clark Gable	https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NDY5MjM5Ml5BMl5BanBnXkFtZTYwNTU1OTQ2._V1.jpg	http://www.imdb.com/name/nm0000022/
e76c786e-d4ef-49c3-a4c8-32a86f632b0f	Sean Penn	https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NjMzMjY3NF5BMl5BanBnXkFtZTcwMzkxNjQzMg@@._V1.jpg	http://www.imdb.com/name/nm0000576/
0d75eb27-22fd-48cf-82d9-1c2a3e025573	Christian Bale	https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMzk4MjQ4MF5BMl5BanBnXkFtZTcwMzExODQxOA@@._V1.jpg	http://www.imdb.com/name/nm0000288/
f722d8c3-be0a-4727-a5e5-ac0edc969367	Gregory Peck	https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0ODc0NTE2NF5BMl5BanBnXkFtZTYwNjYyMjQ2._V1.jpg	http://www.imdb.com/name/nm0000060/
58ed1c73-c05a-432d-bd3c-1592d161cba7	Harrison Ford	https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4Mjg0NjIxOV5BMl5BanBnXkFtZTcwMTM2NTI3MQ@@._V1.jpg	http://www.imdb.com/name/nm0000148/
e29bed3e-242b-46e0-9750-0b5c570d6084	Spencer Tracy	https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjE5NTc0OV5BMl5BanBnXkFtZTYwNDU5ODI2._V1.jpg	http://www.imdb.com/name/nm0000075/
45f546a5-4edd-489a-9dd2-204bc251fc8f	George Clooney	https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMTEyOTQ0MV5BMl5BanBnXkFtZTcwNzU3NTMzNw@@._V1.jpg	http://www.imdb.com/name/nm0000123/
b7475b4b-66b2-462a-82cb-10cc5ca2cc44	Charlton Heston	https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDg1MjYzMV5BMl5BanBnXkFtZTYwMDMxOTE2._V1.jpg	http://www.imdb.com/name/nm0000032/
af6b86da-579c-4349-8492-844001a1ad08	Anthony Hopkins	https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5ODk1NTc5Ml5BMl5BanBnXkFtZTYwMjAwOTI4._V1.jpg	http://www.imdb.com/name/nm0000164/
203af314-1928-4c08-999a-8bada58cfd17	Russell Crowe	https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMTExNTMxOF5BMl5BanBnXkFtZTcwNDg1NzkzNw@@._V1.jpg	http://www.imdb.com/name/nm0000128/
b2713313-ef71-4756-8071-71148179f6e4	Katharine Hepburn	https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTk4Mjc0OF5BMl5BanBnXkFtZTYwNzI0NDM2._V1.jpg	http://www.imdb.com/name/nm0000031/
e8f30b5f-6172-42e0-9778-b3963c04ddc9	Meryl Streep	https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4Mjk5MDExOF5BMl5BanBnXkFtZTcwOTU1MTMyMw@@._V1.jpg	http://www.imdb.com/name/nm0000658/
36951ae0-4495-4a0b-ac01-68d2f12014ee	Ingrid Bergman	https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMTgzMTIwOV5BMl5BanBnXkFtZTYwNzI5MzI2._V1.jpg	http://www.imdb.com/name/nm0000006/
841f5eb4-24a1-44a2-ac93-4b9d1c1cfc92	Marilyn Monroe	https://images-na.ssl-images-amazon.com/images/M/MV5BNzQzNDMxMjQxNF5BMl5BanBnXkFtZTYwMTc5NTI2._V1.jpg	http://www.imdb.com/name/nm0000054/
42f0f2f1-e5cc-40c6-8071-a60d2d1bdfe1	Jennifer Lawrence	https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxNzc4MDU1MjBeQTJeQWpwZ15BbWU4MDk5Nzg3MTgx._V1.jpg	http://www.imdb.com/name/nm2225369/
e6db800e-f053-475f-b888-c777c06a2473	Kate Winslet	https://images-na.ssl-images-amazon.com/images/M/MV5BODgzMzM2NTE0Ml5BMl5BanBnXkFtZTcwMTcyMTkyOQ@@._V1.jpg	http://www.imdb.com/name/nm0000701/
3ea4b466-16a1-46bc-a221-063233ce2102	Elizabeth Taylor	https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMTc5MDg0OF5BMl5BanBnXkFtZTgwODE4NjMzNDE@._V1.jpg	http://www.imdb.com/name/nm0000072/
baab7ec7-f8fa-49d5-9cfb-9b782e6be1a5	Cate Blanchett	https://images-na.ssl-images-amazon.com/images/M/MV5BNDUyNDMxMzU1OF5BMl5BanBnXkFtZTgwMTY0MzQyMDI@._V1.jpg	http://www.imdb.com/name/nm0000949/
f57e2d95-1de9-4075-9cc1-558f9c39fdd5	Audrey Hepburn	https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MTY3NTQyMF5BMl5BanBnXkFtZTYwMTk2MzQ2._V1.jpg	http://www.imdb.com/name/nm0000030/
6541d869-d889-4103-bfb0-0a1486906006	Helen Mirren	https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MzY2ODU2MV5BMl5BanBnXkFtZTcwOTQ3ODY4OQ@@._V1.jpg	http://www.imdb.com/name/nm0000545/
019c601b-746e-483d-ae0d-2a79e4d71ddf	Bette Davis	https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTQ4NTU2OF5BMl5BanBnXkFtZTcwMzI3MjY5Ng@@._V1.jpg	http://www.imdb.com/name/nm0000012/
c2cd923e-29a7-4145-ad1e-07c1fd9186bc	Nicole Kidman	https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MjM5NDg4MF5BMl5BanBnXkFtZTcwNDg1OTQ4Nw@@._V1.jpg	http://www.imdb.com/name/nm0000173/
4615dc9a-9872-41ce-a337-780a6d8a77cd	Sandra Bullock	https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDY5NjU3NF5BMl5BanBnXkFtZTcwMzQ0MTMyMw@@._V1.jpg	http://www.imdb.com/name/nm0000113/
8cb7240a-3c27-4300-9908-76e11c1fa74a	Natalie Portman	https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODE3Mjg1NV5BMl5BanBnXkFtZTcwNzA4ODcxNA@@._V1.jpg	http://www.imdb.com/name/nm0000204/
40e93505-9cac-49e5-a951-3d3f28caa27b	Jodie Foster	https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MjgyOTQwNF5BMl5BanBnXkFtZTcwMDczMzEwNA@@._V1.jpg	http://www.imdb.com/name/nm0000149/
8cb37a05-881c-4ea9-bc49-1188b5a81f99	Judi Dench	https://images-na.ssl-images-amazon.com/images/M/MV5BOTI5NjQ4NDc5NF5BMl5BanBnXkFtZTcwMTc5OTczNw@@._V1.jpg	http://www.imdb.com/name/nm0001132/
330ff1d3-5042-4b68-8fa8-6960a2ba5a11	Amy Adams	https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NjExMjI1OF5BMl5BanBnXkFtZTcwODc0MjY2OQ@@._V1.jpg	http://www.imdb.com/name/nm0010736/
e1b0bb5f-13ef-44c2-93f8-ae44a67362b4	Julia Roberts	https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNjU3MDczN15BMl5BanBnXkFtZTYwNzY2Njc4._V1.jpg	http://www.imdb.com/name/nm0000210/
e58ca761-dd74-437e-8331-59599abe91ba	Emma Thompson	https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNTAyOTg0MF5BMl5BanBnXkFtZTcwNTg0MzY1Mw@@._V1.jpg	http://www.imdb.com/name/nm0000668/
3bdc6c61-55d5-42f9-92a0-3a09cdc10991	Diane Keaton	https://images-na.ssl-images-amazon.com/images/M/MV5BNjU5NjMwOTk2NV5BMl5BanBnXkFtZTYwODg1NzY0._V1.jpg	http://www.imdb.com/name/nm0000473/
ba1f9268-2a7f-4a90-8b9e-5d495666452a	Grace Kelly	https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNjI4MzY1NF5BMl5BanBnXkFtZTYwMTM4MzQ2._V1.jpg	http://www.imdb.com/name/nm0000038/
a6c04d8d-323d-4aa3-9214-b0575b2095be	Shirley MacLaine	https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0MTE5MjQ1MF5BMl5BanBnXkFtZTYwMzU2MDg1._V1.jpg	http://www.imdb.com/name/nm0000511/
2f7a09d8-ab57-4ac3-b475-84746b988a42	Reese Witherspoon	https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MDcxMDA5Ml5BMl5BanBnXkFtZTgwNDM1NTU5MDE@._V1.jpg	http://www.imdb.com/name/nm0000702/
1ce651dd-add5-47d2-a44c-d715ed74b461	Charlize Theron	https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5Mzc4ODU0Ml5BMl5BanBnXkFtZTcwNjU1NTI0Mw@@._V1.jpg	http://www.imdb.com/name/nm0000234/
8d34a1f6-b279-4181-b8dc-7f07bc977a71	Judy Garland	https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMTQ0ODMxNF5BMl5BanBnXkFtZTYwNDY2MjU2._V1.jpg	http://www.imdb.com/name/nm0000023/
9c9c3843-7b10-4b90-b571-6ec1f174769f	John Wayne	https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NDE0NzgzNl5BMl5BanBnXkFtZTcwNDMwMTUzNw@@._V1.jpg	http://www.imdb.com/name/nm0000078/
67814bfb-daa4-40cb-a40d-cbcfb79e3086	Sidney Poitier	https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0OTE3MzQ2Nl5BMl5BanBnXkFtZTcwMDc2MDc1NA@@._V1.jpg	http://www.imdb.com/name/nm0001627/
ae4dbabc-2b82-46bc-adb1-ead4698527cb	Paul Newman	https://images-na.ssl-images-amazon.com/images/M/MV5BODUwMDYwNDg3N15BMl5BanBnXkFtZTcwODEzNTgxMw@@._V1.jpg	http://www.imdb.com/name/nm0000056/
afac3cde-1a03-458c-b2b9-aa1114e6202c	Matt Damon	https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NzYzNDgxMl5BMl5BanBnXkFtZTcwMDg2MTMyMw@@._V1.jpg	http://www.imdb.com/name/nm0000354/
cc7253fe-f871-4808-a26e-c048bfd00f16	Robert Duvall	https://images-na.ssl-images-amazon.com/images/M/MV5BMjk1MjA2Mjc2MF5BMl5BanBnXkFtZTcwOTE4MTUwMg@@._V1.jpg	http://www.imdb.com/name/nm0000380/
a5afd56f-6d68-4f42-b890-d7deee14b723	James Dean	https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NTgzMTkzNl5BMl5BanBnXkFtZTYwMTQwNjI2._V1.jpg	http://www.imdb.com/name/nm0000015/
21bd372d-5add-4e2e-8e0f-1bbb16eef792	Kirk Douglas	https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NDc0MjI5NV5BMl5BanBnXkFtZTYwMDE1MjM2._V1.jpg	http://www.imdb.com/name/nm0000018/
bb43b6c6-c3dc-4a60-824c-2703aaacdff3	Henry Fonda	https://images-na.ssl-images-amazon.com/images/M/MV5BOTEwNjQ2ODQ4Nl5BMl5BanBnXkFtZTYwMzEwMTM2._V1.jpg	http://www.imdb.com/name/nm0000020/
94550fd1-09cf-4529-bc2f-5119bb1fef38	Robin Williams	https://images-na.ssl-images-amazon.com/images/M/MV5BNTYzMjc2Mjg4MF5BMl5BanBnXkFtZTcwODc1OTQwNw@@._V1.jpg	http://www.imdb.com/name/nm0000245/
caf4eac7-8c59-469d-9954-dacd79552c9a	Orson Welles	https://images-na.ssl-images-amazon.com/images/M/MV5BOTE1Nzg5NzMwM15BMl5BanBnXkFtZTYwMDQwMTM2._V1.jpg	http://www.imdb.com/name/nm0000080/
2d40c3a7-2e49-4556-8cdd-4beedcfee8be	Christoph Waltz	https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MDk3OTYxOF5BMl5BanBnXkFtZTcwMDk5OTUwOQ@@._V1.jpg	http://www.imdb.com/name/nm0910607/
d2151350-95a5-4562-8081-a878742996b5	Heath Ledger	https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NTY0NzA4MF5BMl5BanBnXkFtZTYwMjE1MDE0._V1.jpg	http://www.imdb.com/name/nm0005132/
96e470ae-9d74-4fd2-a654-34e60e7a8c98	Sean Connery	https://images-na.ssl-images-amazon.com/images/M/MV5BMzcwNTM4MzctYjQzMi00NTA2LTljYWItNTYzNmE1MTYxN2RlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1.jpg	http://www.imdb.com/name/nm0000125/
195134e2-042c-4182-b890-f52886d783fd	Kevin Spacey	https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMjQ3NDA0Ml5BMl5BanBnXkFtZTcwMjU2MDk3OQ@@._V1.jpg	http://www.imdb.com/name/nm0000228/
ca25278d-fc93-4140-8a33-af183bb27d70	Gene Hackman	https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5Njk0NDQ4OV5BMl5BanBnXkFtZTYwNjA0Mzc1._V1.jpg	http://www.imdb.com/name/nm0000432/
6f276e0d-8f03-4a80-85f9-41d96a7c4358	Liam Neeson	https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MTQ3NzU1MV5BMl5BanBnXkFtZTgwMDE3Mjg0MzE@._V1.jpg	http://www.imdb.com/name/nm0000553/
d1cdaa14-7048-4e0a-a0b6-1c4ba7ea94b4	Edward Norton	https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjQ5MTI1NF5BMl5BanBnXkFtZTcwMzU5MTI2Mw@@._V1.jpg	http://www.imdb.com/name/nm0001570/
